canonical_name,display_name,category,method_type,brand_family,aliases,body_areas,description,competitor_methods
peeling_chemiczny,Peeling chemiczny,peeling,technique,,peeling chemiczny|kwasowy peeling|peeling kwasem,"[""face"",""body""]","Generic chemical peel (glikol, salicyl, mlekowy, migdałowy, ferulowy etc.).",[]
peeling_kawitacyjny,Peeling kawitacyjny,peeling,technique,,peeling kawitacyjny|cavitation peel,"[""face""]",Peeling ultradźwiękowy — fala ultradźwiękowa + mikroporacja porów.,"[""mikrodermabrazja""]"
perfectha_derm_subskin_deep_complement_fine_lines,Perfectha Derm/SubSkin/Deep/Complement/Fine Lines,inny,substance,sinclair_pharma,Perfectha Derm/SubSkin/Deep/Complement/Fine Lines|perfectha derm subskin deep complement fine lines|perfectha derm/subskin/deep/complement/fine lines,,"[HA - Sinclair/Adoderm] Linia HA crosslinked Zastosowanie: Bruzdy, wolumetria, drobne linie",[]
permablend,Permablend,makijaz_permanentny,substance,permablend_pigments,Permablend|permablend,,[PMU - pigmenty] Pigmenty PMU Zastosowanie: PMU,[]
pevonia_botanica,Pevonia Botanica,peeling,substance,pevonia,Pevonia Botanica|pevonia botanica,,[Kosmeceutyki gabinetowe] Botaniczna spa Zastosowanie: Antiaging spa,[]
philart_pn_hpt,PhilArt PN-HPT,substancja,substance,croma_pharma,PhilArt PN-HPT|philart pn hpt|philart pn-hpt,,[Polinukleotydy] Polinukleotydy Highly Purified Technology Zastosowanie: Biorewitalizacja,[]
picocare_450,PicoCare 450,laser_skin,device,wontech,PicoCare 450|picocare 450,,"[Laser pikosekundowy] Pikosekundowy z technologia HEXA MLA Zastosowanie: Tatuaze, przebarwienia, ozywianie skory",[]
picoplus,PicoPlus,laser_skin,device,lutronic,PicoPlus|picoplus,,"[Laser pikosekundowy] Pikosekundowy 4-falowy Zastosowanie: Tatuaze, melasma, odmladzanie",[]
picosecond_laser_piqo4,PicoSecond Laser PiQo4,laser_skin,device,lumenis,PicoSecond Laser PiQo4|picosecond laser piqo4,,"[Laser pikosekundowy] Pikosekundowy 532/585/650/1064 nm Zastosowanie: Tatuaze wielokolorowe, pigmentacja",[]
picosure,PicoSure,laser_skin,device,cynosure,picosure|pico sure|pico laser,"[""face"",""body""]","Laser pikosekundowy 755nm Cynosure — usuwanie tatuaży, pigmentacja, odmładzanie.","[""picoway"",""fotona""]"
picosure_picoway_discovery_pico_enlighten,PicoSure / PicoWay / Discovery Pico / Enlighten,brwi_rzesy,device,patrz_laser_pikosekundowy,PicoSure / PicoWay / Discovery Pico / Enlighten|picosure / picoway / discovery pico / enlighten|picosure picoway discovery pico enlighten,,"[Usuwanie tatuazu] Pikosekundowe usuwanie tatuazy Zastosowanie: Tatuaz, PMU",[]
picosure_pro,PicoSure Pro,laser_skin,device,cynosure_bausch_health,PicoSure Pro|picosure pro,,"[Laser pikosekundowy] Pikosekundowy 755 nm z technologia Focus Lens Array Zastosowanie: Tatuaze, przebarwienia, blizny, rewitalizacja",[]
picoway,PicoWay,laser_skin,device,candela,PicoWay|pico way|picoway,"[""face"",""body""]","[Laser pikosekundowy] Pikosekundowy 532/785/1064 nm, Resolve do skory Zastosowanie: Tatuaze wielokolorowe, melasma, blizny","[""picosure"",""fotona""]"
pistormatic_mesotherapy_gun,PistorMatic Mesotherapy Gun,mezoterapia,device,pistor_medical,PistorMatic Mesotherapy Gun|pistormatic mesotherapy gun,,[No-needle mezoterapia] Pistolet do mezoterapii Zastosowanie: Mezoterapia,[]
plasma_pen_fibroblast,Plasma Pen / Fibroblast,rf_hifu,device,wielu_oem,Plasma Pen / Fibroblast|plasma pen / fibroblast|plasma pen fibroblast,,"[Plasma sublimation] Punktowa plazma do retrakcji skory Zastosowanie: Lifting powiek, plazmage",[]
plasmajet_renuvion,PlasmaJet (Renuvion),inny,device,apyx_medical_renuvion,PlasmaJet (Renuvion)|plasmajet|plasmajet (renuvion),,"[Plasma jet] Plazma helowa (J-Plasma) do retrakcji tkanek Zastosowanie: Lifting podskorny, korekcja po liposukcji",[]
plenhyage_xl,Plenhyage XL,substancja,substance,ab_medica,Plenhyage XL|plenhyage xl,,[Skinbooster] Polinukleotydowy skinbooster Zastosowanie: Biorewitalizacja,[]
plexr,Plexr,laser_skin,device,gmv,plexr|plexr plus,"[""face"",""eyes""]","GMV Plexr — plazma jonizowana, niechirurgiczny lifting powiek bez skalpela.","[""ultraformer"",""hifu""]"
plexr_plasma_blepharoplasty,Plexr / Plasma Blepharoplasty,chirurgia,technique,gmv_roznorodni,Plexr / Plasma Blepharoplasty|plexr / plasma blepharoplasty|plexr plasma blepharoplasty,,[Powieki nieinwazyjnie] Sublimacja plazmowa zamiast skalpela Zastosowanie: Powieki bezskalpelowe,[]
plexr_plus,Plexr Plus,rf_hifu,device,gmv,Plexr Plus|plexr plus,,"[Plasma sublimation] Plazma do non-surgical blepharoplasty Zastosowanie: Blefaroplastyka bezskalpelowa, blizny",[]
plinest,Plinest,substancja,substance,mastelli,plinest|plinest one,"[""face"",""neck""]",Mastelli Plinest — polinukleotydy (PDRN) bio-regenerujące.,"[""nucleofil"",""rejuran""]"
plinest_hair,Plinest Hair,substancja,substance,mastelli,Plinest Hair|plinest hair,,[Polinukleotydy] PDRN do mezoterapii skory glowy Zastosowanie: Lysienie,[]
plinest_newest,Plinest / Newest,substancja,substance,mastelli_plinest,Plinest / Newest|plinest / newest|plinest newest,,"[Polinukleotydy] PDRN polinukleotydy Zastosowanie: Biorewitalizacja, blizny",[]
pluryal_classic_volume_densifying_mesoline,Pluryal Classic/Volume/Densifying / Mesoline,inny,substance,md_skin_solutions,Pluryal Classic/Volume/Densifying / Mesoline|pluryal classic volume densifying mesoline|pluryal classic/volume/densifying / mesoline,,"[HA - Pluryal] Linia HA + mezoterapii Zastosowanie: Wolumetria, biorewitalizacja",[]
podofix_bsquick_arkada,Podofix / BSQuick / Arkada,podologia,substance,sklad_polskich_niemieckich_firm,Podofix / BSQuick / Arkada|podofix / bsquick / arkada|podofix bsquick arkada,,[Podologia klamry] Klamry kompozytowe Zastosowanie: Korekta paznokci,[]
point_cutting,Point Cutting,fryzjer_zabieg,technique,klasyczna,Point Cutting|point cutting,,[Strzyzenie] Pionowe nacinanie konczyn Zastosowanie: Tekstura,[]
polygel,PolyGel,manicure,technique,gelish_wielu_oem,PolyGel|polygel,,[Techniki] Hybryda zelu i akrylu Zastosowanie: Przedluzanie,[]
polytech_implants_mesmo_replicon_microthane,Polytech Implants Mesmo / Replicon / Microthane,chirurgia,substance,polytech_health_aesthetics,Polytech Implants Mesmo / Replicon / Microthane|polytech implants mesmo / replicon / microthane|polytech implants mesmo replicon microthane,,[Powiekszanie piersi] Implanty teksturowane i poliuretanowe Zastosowanie: Augmentacja piersi,[]
pompadour_quiff_mohawk_mullet,Pompadour / Quiff / Mohawk / Mullet,fryzjer_zabieg,technique,klasyczna,Pompadour / Quiff / Mohawk / Mullet|pompadour / quiff / mohawk / mullet|pompadour quiff mohawk mullet,,[Strzyzenie meskie] Stylistyczne meskie Zastosowanie: Stylizacja,[]
potenza,Potenza,rf_hifu,device,cynosure,Potenza|potenza,,"[Mikroiglowa RF] Mikroiglowa RF mono i bipolarna 1/2 MHz Zastosowanie: Lifting, blizny, melasma",[]
power_peel,Power Peel,inny,device,dermamed,Power Peel|power peel,,[Mikrodermabrazja] Korund Al2O3 Zastosowanie: Zlauszczanie krystaliczne,[]
preservation_rhinoplasty,Preservation Rhinoplasty,chirurgia,technique,saban_goksel_cakir,Preservation Rhinoplasty|preservation rhinoplasty,,[Rynoplastyka] Zachowanie sklepienia kostnego i chrzestnego Zastosowanie: Korekta nosa naturalna,[]
primelase_hr,Primelase HR,laser_depilacja,device,cocoon_medical,Primelase HR|primelase hr,,[Laser depilacyjny diodowy] Diodowy wysokoenergetyczny Zastosowanie: Depilacja,[]
primex,Primex,laser_depilacja,device,bison_medical,primex|primex md,"[""face"",""body"",""armpit"",""bikini"",""legs""]",Laser diodowy Bison Medical 808nm; popularny w salonach średniego segmentu.,"[""thunder"",""soprano"",""vectus""]"
princess_filler_volume_rich,Princess Filler / Volume / Rich,substancja,substance,croma_pharma,Princess Filler / Volume / Rich|princess filler / volume / rich|princess filler volume rich,,"[HA - Croma] Linia HA dla mlodszej anatomii Zastosowanie: Bruzdy, biorewitalizacja",[]
pro_xn,PRO XN,peeling,protocol,prove_skincare,pro xn|proxn|pro-xn|pro xn acne|pro xn stop|pro xn intensive,"[""face"",""neck""]",Prove Skincare PRO XN — wieloetapowy protokół na trądzik/przebarwienia/odmładzanie (I/II/III stopień).,"[""dermaclear"",""mesoestetic_peel"",""prx_t33""]"
profhilo,Profhilo,substancja,substance,ibsa,Profhilo|profhilo|profhilo h+l,"[""face"",""neck"",""body""]","[HA - IBSA] Stabilizowany HA Hybrid Cooperative Complexes NAHYCO H+L Zastosowanie: Bio-remodeling, ujedrnienie","[""aquashine"",""jalupro""]"
profhilo_body,Profhilo Body,substancja,substance,ibsa,Profhilo Body|profhilo body,,"[HA - IBSA] Profhilo do brzucha, ramion, kolan Zastosowanie: Bio-remodeling ciala",[]
profhilo_haenkenium,Profhilo Haenkenium,substancja,substance,ibsa,Profhilo Haenkenium|profhilo haenkenium,,[HA - IBSA] Krem domowy z hybrid HA Zastosowanie: Pielegnacja antystarzeniowa,[]
profhilo_lips,Profhilo Lips,substancja,substance,ibsa,profhilo lips|profhilo structura,"[""lips""]","IBSA Profhilo Structura — biorewitalizujący HA dla ust, miękkie wyrównanie.","[""restylane"",""juvederm""]"
profound,Profound,rf_hifu,device,candela,Profound|profound,,"[Mikroiglowa RF] Mikroiglowa RF do glebokiej dermis i tkanki podskornej Zastosowanie: Lifting twarzy, cellulit",[]
promed_ribe_crown_nsk,Promed / Ribe Crown / NSK,manicure,substance,promed_ribe_nsk,Promed / Ribe Crown / NSK|promed / ribe crown / nsk|promed ribe crown nsk,,[Frezarki] Profesjonalne frezarki Zastosowanie: Manicure,[]
promed_suda_flowdental,Promed / Suda / FlowDental,podologia,device,promed_suda,Promed / Suda / FlowDental|promed / suda / flowdental|promed suda flowdental,,[Podologia urzadzenia] Frezarki podologiczne Zastosowanie: Podologia,[]
promoitalia_easy_lift_definitive,Promoitalia Easy Lift / Definitive,substancja,substance,promoitalia,Promoitalia Easy Lift / Definitive|promoitalia easy lift / definitive|promoitalia easy lift definitive,,"[Nici PDO] Nici PDO mono, screw, cog Zastosowanie: Lifting, biorewitalizacja",[]
promoitalia_happy_lift,Promoitalia Happy Lift,substancja,substance,promoitalia,Promoitalia Happy Lift|promoitalia happy lift,,[Nici PDO] PLLA/PCL/Caprolactone z dwukierunkowymi haczykami Zastosowanie: Lifting,[]
proshock_ice,ProShock Ice,rf_hifu,device,promoitalia,ProShock Ice|proshock ice,,"[Kriolipoliza] Kriolipoliza + Shockwave Zastosowanie: Tluszcz, cellulit",[]
prx_t33,PRX-T33,peeling,substance,who_pharma,PRX-T33|prx t33|prx-t33|prx33,"[""face"",""body"",""neck""]","[Peeling chemiczny] TCA 33% + H2O2 + Kojic - biorewitalizacja bez exfoliacji Zastosowanie: Lifting, blizny, rozstepy","[""mesopeel"",""cosmelan"",""dermalogica""]"
prx_t_lip,PRX-T Lip,peeling,substance,wiqomed,PRX-T Lip|prx t lip|prx-t lip,,[Peeling chemiczny] PRX dedykowany ustom Zastosowanie: Modelowanie ust,[]
pureology,Pureology,fryzjer_zabieg,substance,l_oreal,Pureology|pureology,,[Marki profesjonalne] Color care vegan Zastosowanie: Pielegnacja wlosow farbowanych,[]
qod_max_gold,QOD Max Gold,fryzjer_zabieg,substance,qod_cosmetics,QOD Max Gold|qod max gold,,[Prostowanie - keratyna] Keratyna brazylijska Zastosowanie: Wygladzanie,[]
quantum_sr,Quantum SR,laser_depilacja,device,lumenis,Quantum SR|quantum sr,,"[IPL] Klasyczny IPL do fotoodmladzania Zastosowanie: Plamy, naczynia",[]
r_co,R+Co,fryzjer_zabieg,substance,luxury_brand_partners_l_catterton,R+Co|r co|r+co,,[Marki profesjonalne] Salon styling Zastosowanie: Stylizacja,[]
racoon_international,Racoon International,fryzjer_zabieg,substance,racoon,Racoon International|racoon international,,"[Przedluzanie wlosow] Pre-bonded, micro ring, tape Zastosowanie: Przedluzanie",[]
radiesse,Radiesse,substancja,substance,merz,Radiesse|radiesse|radiesse plus,"[""face"",""body"",""hands""]","[CaHA] Hydroksyapatyt wapnia + carboxymethylcellulose Zastosowanie: Biostymulator kolagenu, kontur","[""sculptra"",""ellanse""]"
radiesse_plus,Radiesse Plus,substancja,substance,merz_aesthetics,Radiesse Plus|radiesse plus,,"[CaHA] CaHA z lidokaina Zastosowanie: Hands restoration, jaw, neck",[]
razor_cut,Razor Cut,fryzjer_zabieg,technique,klasyczna,Razor Cut|razor cut,,[Strzyzenie] Strzyzenie brzytwa Zastosowanie: Miekkie konce,[]
red_touch,Red Touch,laser_skin,device,deka,red touch|red-touch,"[""face"",""neck"",""decolte"",""hands""]","Laser DEKA Red Touch 675nm — odmładzanie skóry bez naskórka, miękkie spektrum.","[""fotona"",""picosure""]"
redken_ph_bonder_acidic_bonding_concentrate,Redken pH-Bonder / Acidic Bonding Concentrate,fryzjer_zabieg,substance,redken_l_oreal,Redken pH-Bonder / Acidic Bonding Concentrate|redken ph bonder acidic bonding concentrate|redken ph-bonder / acidic bonding concentrate,,[Bond builders/ochrona] Citric Acid bond Zastosowanie: Ochrona,[]
redken_shades_eq_color_gels_frizz_dismiss,"Redken (Shades EQ, Color Gels, Frizz Dismiss)",fryzjer_zabieg,substance,l_oreal,"Redken (Shades EQ, Color Gels, Frizz Dismiss)|redken|redken (shades eq, color gels, frizz dismiss)",,"[Marki profesjonalne] Profesjonalna pielegnacja i kolor Zastosowanie: Kolor, pielegnacja",[]
refectocil_refectil_browlift_brow_lamination,RefectoCil / Refectil Browlift / Brow Lamination,brwi_rzesy,substance,gw_cosmetics_refectocil,RefectoCil / Refectil Browlift / Brow Lamination|refectocil / refectil browlift / brow lamination|refectocil refectil browlift brow lamination,,"[Brwi - laminacja marki] Klasyczne henny i system Browlift Zastosowanie: Koloryzacja, laminacja",[]
regen_lab_prp,Regen Lab PRP,substancja,substance,regen_lab,Regen Lab PRP|regen lab prp,,"[PRP/PRF] Cell Selector System probowki PRP Zastosowanie: PRP twarz, lysienie, ortopedia",[]
rejuran,Rejuran,substancja,substance,pharmaresearch,rejuran|rejuran healer|rejuran i|rejuran s,"[""face"",""neck"",""eyes""]","PharmaResearch Rejuran — polinukleotydy z mleczu łososia (PN), regeneracja skóry.","[""nucleofil"",""plinest""]"
rejuran_healer_rejuran_i_rejuran_s,Rejuran Healer / Rejuran I / Rejuran S,substancja,substance,pharma_research_bio,Rejuran Healer / Rejuran I / Rejuran S|rejuran healer / rejuran i / rejuran s|rejuran healer rejuran i rejuran s,,"[Polinukleotydy] Polinukleotydowy 'salmon DNA' booster Zastosowanie: Regeneracja skory, dolina lez, blizny",[]
relfydess,Relfydess,substancja,substance,galderma_eirion,Relfydess|relfydess,,[Toksyna botulinowa] Plynna toksyna nowej generacji Zastosowanie: Zmarszczki,[]
renuvion_j_plasma,Renuvion (J-Plasma),chirurgia,device,apyx_medical,Renuvion (J-Plasma)|renuvion|renuvion (j-plasma),,[J-Plasma podskorne] Helium plasma + RF do retrakcji Zastosowanie: Lifting po liposukcji,[]
restylane,Restylane,substancja,substance,galderma,restylane|restylane lyft|restylane kysse|restylane refyne|restylane defyne|restylane vital,"[""face"",""lips""]","Galderma Restylane — pełna linia wypełniaczy HA NASHA/OBT, od cienkich do gęstych.","[""juvederm"",""belotero"",""teosyal"",""stylage""]"
restylane_defyne,Restylane Defyne,substancja,substance,galderma,Restylane Defyne|restylane defyne,,"[HA - Galderma] OBT/XpresHAn do ruchomych obszarow Zastosowanie: Bruzdy, broda",[]
restylane_eyelight,Restylane Eyelight,substancja,substance,galderma,Restylane Eyelight|restylane eyelight,,[HA - Galderma] HA do doliny lez Zastosowanie: Cienie pod oczami,[]
restylane_kysse,Restylane Kysse,substancja,substance,galderma,Restylane Kysse|restylane kysse,,[HA - Galderma] OBT HA do ust Zastosowanie: Modelowanie ust,[]
restylane_lyft,Restylane Lyft,substancja,substance,galderma,Restylane Lyft|restylane lyft,,[HA - Galderma] HA NASHA o duzej kohezji Zastosowanie: Konturowanie sredniego pietra,[]
restylane_refyne,Restylane Refyne,substancja,substance,galderma,Restylane Refyne|restylane refyne,,"[HA - Galderma] OBT do drobnych zmarszczek dynamicznych Zastosowanie: Bruzdy, kurze lapki",[]
restylane_skinboosters_vital_light,Restylane Skinboosters Vital/Light,substancja,substance,galderma,Restylane Skinboosters Vital/Light|restylane skinboosters vital light|restylane skinboosters vital/light,,[HA - Galderma] HA biorewitalizacyjny Zastosowanie: Nawilzenie skory,[]
restylane_vital,Restylane Vital,substancja,substance,galderma,Restylane Vital|restylane vital,,[HA - Galderma] Skinbooster klasyczny Zastosowanie: Hydratacja,[]
restylane_volyme,Restylane Volyme,substancja,substance,galderma,Restylane Volyme|restylane volyme,,"[HA - Galderma] Wolumetryczny HA NASHA Zastosowanie: Policzki, owal twarzy",[]
resur_fx,RESUR FX,laser_skin,device,lumenis,resur fx|resurfx|refur fx,"[""face"",""body""]","Lumenis ResurFX — frakcyjny non-ablative laser 1565nm, blizny i rozstępy.","[""tixel"",""fotona""]"
revanesse_versa_kiss_lips,Revanesse Versa/Kiss/Lips+,inny,substance,prollenium_medical,Revanesse Versa/Kiss/Lips+|revanesse versa kiss lips|revanesse versa/kiss/lips+,,"[HA - Revanesse] HA Thixofix Zastosowanie: Bruzdy, usta",[]
reverse_balayage,Reverse Balayage,fryzjer_koloryzacja,technique,klasyczna,Reverse Balayage|reverse balayage,,[Koloryzacja - rozjasnianie] Sciemnienie wczesniej rozjasnionych wlosow Zastosowanie: Korekta nadmiernego rozjasnienia,[]
revlon_professional_nutri_color_creme_magnet,"Revlon Professional (Nutri Color Creme, Magnet)",fryzjer_zabieg,substance,revlon,"Revlon Professional (Nutri Color Creme, Magnet)|revlon professional|revlon professional (nutri color creme, magnet)",,"[Marki profesjonalne] Salon Zastosowanie: Kolor, pielegnacja",[]
revolax_fine_deep_sub_q,Revolax Fine/Deep/Sub-Q,inny,substance,across,Revolax Fine/Deep/Sub-Q|revolax fine deep sub q|revolax fine/deep/sub-q,,"[HA - Revolax] HA monofazowy Zastosowanie: Bruzdy, wolumetria",[]
rezo_cut,Rezo Cut,fryzjer_zabieg,technique,nubia_suarez,Rezo Cut|rezo cut,,[Strzyzenie krecone] Hybryda Deva i Ouidad Zastosowanie: Krecone wlosy,[]
root_shadow_root_tap_root_smudge,Root Shadow / Root Tap / Root Smudge,fryzjer_koloryzacja,technique,klasyczna,Root Shadow / Root Tap / Root Smudge|root shadow / root tap / root smudge|root shadow root tap root smudge,,[Koloryzacja - rozjasnianie] Wycieniowanie odrostow Zastosowanie: Naturalny efekt odrostu,[]
ross_fraser_3to_bs_spange_onyclip_combiped,Ross Fraser / 3TO BS Spange / Onyclip / Combiped,podologia,substance,ross_fraser_3to_onyclip,Ross Fraser / 3TO BS Spange / Onyclip / Combiped|ross fraser / 3to bs spange / onyclip / combiped|ross fraser 3to bs spange onyclip combiped,,[Podologia klamry] Klamry tytanowe i kompozytowe na paznokcie wrastajace Zastosowanie: Korekta paznokci wrastajacych,[]
salon_system_marvelash_i_lashes,Salon System Marvelash / I-Lashes,brwi_rzesy,substance,salon_system_i_lashes,Salon System Marvelash / I-Lashes|salon system marvelash / i-lashes|salon system marvelash i lashes,,[Rzesy - przedluzanie marki] Profesjonalne kleje Zastosowanie: Przedluzanie,[]
sapphire_fue,Sapphire FUE,transplantacja_wlosow,technique,tureccy_chirurdzy,Sapphire FUE|sapphire fue,,[Hair transplant] Ostrza szafirowe Zastosowanie: Przeszczep wlosow,[]
sassoon_cutting,Sassoon Cutting,fryzjer_zabieg,technique,vidal_sassoon,Sassoon Cutting|sassoon cutting,,[Strzyzenie] Geometryczne pieciopunktowe strzyzenie Zastosowanie: Precyzyjne fryzury,[]
saypha_filler_volume_volume_plus_volume_lidocaine,Saypha Filler / Volume / Volume Plus / Volume Lidocaine,substancja,substance,croma_pharma,Saypha Filler / Volume / Volume Plus / Volume Lidocaine|saypha filler / volume / volume plus / volume lidocaine|saypha filler volume volume plus volume lidocaine,,"[HA - Croma] Linia HA monofazowych Zastosowanie: Bruzdy, wolumetria",[]
scarlet_s,Scarlet S,rf_hifu,device,viol,Scarlet S|scarlet s,,"[Mikroiglowa RF] Mikroiglowa RF do skory Zastosowanie: Lifting, blizny",[]
schiele_podia_sirius_berchtold_s40,Schiele Podia Sirius / Berchtold S40,podologia,device,schiele_berchtold,Schiele Podia Sirius / Berchtold S40|schiele podia sirius / berchtold s40|schiele podia sirius berchtold s40,,[Podologia urzadzenia] Mokra/sucha frezarka podologiczna Zastosowanie: Podologia,[]
schwarzkopf_fibreplex,Schwarzkopf Fibreplex,fryzjer_zabieg,substance,schwarzkopf_professional,Schwarzkopf Fibreplex|schwarzkopf fibreplex,,[Bond builders/ochrona] Bond protector Zastosowanie: Ochrona,[]
schwarzkopf_professional_igora_blondme_osis,"Schwarzkopf Professional (IGORA, BLONDME, OSiS+)",fryzjer_zabieg,substance,henkel,"Schwarzkopf Professional (IGORA, BLONDME, OSiS+)|schwarzkopf professional|schwarzkopf professional (igora, blondme, osis+)",,"[Marki profesjonalne] Profesjonalna koloryzacja i stylizacja Zastosowanie: Kolor, stylizacja",[]
sciton_microlaserpeel,Sciton MicroLaserPeel,laser_skin,technique,sciton,Sciton MicroLaserPeel|sciton microlaserpeel,,"[Laser Er:YAG] Plytki peeling laserowy Er:YAG warstwa po warstwie Zastosowanie: Wyrownanie skory, drobne zmarszczki",[]
sciton_profractional,Sciton ProFractional,laser_skin,device,sciton,Sciton ProFractional|sciton profractional,,"[Laser Er:YAG] Frakcyjny Er:YAG 2940 nm z regulowana glebokoscia Zastosowanie: Resurfacing frakcyjny, blizny",[]
sculpsure,SculpSure,inny,device,cynosure,SculpSure|sculpsure,,[Laser do tluszczu] Laser 1060 nm hiperthermiczny Zastosowanie: Lipoliza nieinwazyjna,[]
sculptra,Sculptra,substancja,substance,galderma,Sculptra|new fill|new-fill|sculptra,"[""face"",""buttocks""]","[PLLA] Kwas L-polimlekowy Zastosowanie: Biostymulator kolagenu, wolumetria","[""radiesse"",""ellanse"",""lanluma""]"
sebastian_professional,Sebastian Professional,fryzjer_zabieg,substance,wella_company,Sebastian Professional|sebastian professional,,[Marki profesjonalne] Stylizacja Zastosowanie: Stylizacja,[]
sebbin_implants,Sebbin Implants,chirurgia,substance,sebbin,Sebbin Implants|sebbin implants,,[Powiekszanie piersi] Implanty Macrolite/microlite/round Zastosowanie: Augmentacja piersi,[]
secret_rf_secret_pro,Secret RF / Secret PRO,rf_hifu,device,cutera_dawniej_ilooda,Secret RF / Secret PRO|secret rf / secret pro|secret rf secret pro,,"[Mikroiglowa RF] Mikroiglowa RF +/- CO2 Zastosowanie: Lifting, blizny, rozstepy",[]
selphyl_svf_prfm,Selphyl SVF / PRFM,substancja,substance,selphyl,Selphyl SVF / PRFM|selphyl svf / prfm|selphyl svf prfm,,[PRP/PRF] Vampire facial Selphyl PRFM Zastosowanie: PRP/PRFM,[]
semilac,Semilac,manicure,substance,semilac_sp_z_o_o,Semilac|semilac,,[Marki lakiery hybrydowe] Hybrydowe lakiery i bazy Zastosowanie: Manicure hybrydowy,[]
septoplasty,Septoplasty,chirurgia,technique,klasyczna,Septoplasty|septoplasty,,[Rynoplastyka] Korekta przegrody nosa Zastosowanie: Czynnosc/estetyka,[]
sesderma_martiderm_heliocare_cantabria_labs,Sesderma / Martiderm / Heliocare (Cantabria Labs),peeling,substance,sesderma_cantabria_labs,Sesderma / Martiderm / Heliocare (Cantabria Labs)|sesderma / martiderm / heliocare|sesderma / martiderm / heliocare (cantabria labs)|sesderma martiderm heliocare,,[Dermokosmetyki apteczne] Dermokosmetyki Zastosowanie: Pielegnacja,[]
she_by_socap,She by SOCAP,fryzjer_zabieg,substance,socap_italia,She by SOCAP|she by socap,,[Przedluzanie wlosow] Keratin pre-bonded Zastosowanie: Przedluzanie,[]
shr,SHR,laser_depilacja,technique,,shr|super hair removal,"[""face"",""body"",""armpit"",""bikini"",""legs""]",Super Hair Removal — technologia in-motion z chłodzeniem; znacznie bezbólowa wersja IPL.,"[""ipl"",""soprano""]"
silhouette_instalift,Silhouette InstaLift,substancja,substance,sinclair_pharma,Silhouette InstaLift|silhouette instalift,,[Nici PCL] Wersja amerykanska Silhouette Soft Zastosowanie: Mid-face lift,[]
silhouette_soft,Silhouette Soft,substancja,substance,sinclair_pharma,Silhouette Soft|silhouette soft,,[Nici PCL] Bi-directional cones PLLA/PLGA Zastosowanie: Lifting srodtwarzy,[]
silimed_buttock_calf_implants,Silimed Buttock/Calf Implants,chirurgia,substance,silimed,Silimed Buttock/Calf Implants|silimed buttock calf implants|silimed buttock/calf implants,,[Implanty lydek/posladkow] Implanty silikonowe Zastosowanie: Modelowanie sylwetki,[]
single_process_global_color,Single Process / Global Color,fryzjer_koloryzacja,technique,klasyczna,Single Process / Global Color|single process / global color|single process global color,,"[Koloryzacja - cala glowa] Koloryzacja globalna Zastosowanie: Pokrycie siwizny, zmiana koloru",[]
skeyndor,Skeyndor,peeling,substance,skeyndor,Skeyndor|skeyndor,,[Kosmeceutyki gabinetowe] Profesjonalna kosmetyka Zastosowanie: Antiaging,[]
skin_scrubber,Skin Scrubber,inny,device,wielu_oem,Skin Scrubber|skin scrubber,,"[Peeling kawitacyjny] Ultradzwiekowy peeling kawitacyjny Zastosowanie: Oczyszczanie, infuzja",[]
skin_tech_pharma_group_atrofillin_active_serum,"Skin Tech Pharma Group (Atrofillin, Active Serum)",peeling,substance,skin_tech_pharma_group,"Skin Tech Pharma Group (Atrofillin, Active Serum)|skin tech pharma group|skin tech pharma group (atrofillin, active serum)",,[Dermokosmetyki apteczne] Domowa kontynuacja zabiegow Zastosowanie: Pielegnacja medyczna,[]
skinceuticals,SkinCeuticals,peeling,substance,skinceuticals,skinceuticals|skin ceuticals|sc,"[""face""]","SkinCeuticals — antyoksydanty + peelingi kwasowe, premium dermokosmetyki.","[""obagi"",""zo_skin_health""]"
skinceuticals_ce_ferulic_phloretin_cf_triple_lipid,"SkinCeuticals (CE Ferulic, Phloretin CF, Triple Lipid)",peeling,substance,l_oreal_dermatological_beauty,"SkinCeuticals (CE Ferulic, Phloretin CF, Triple Lipid)|skinceuticals|skinceuticals (ce ferulic, phloretin cf, triple lipid)",,"[Kosmeceutyki gabinetowe] Serum z witamina C i ceramidami Zastosowanie: Antiaging, ochrona",[]
skinial_dissolution_hyalase,Skinial dissolution Hyalase,inny,substance,skinial_roznorodni,Skinial dissolution Hyalase|skinial dissolution hyalase,,[HA - Skinial] Hialuronidaza do rozpuszczania HA Zastosowanie: Korekcja powiklan HA,[]
skinpen_precision,SkinPen Precision,mezoterapia,device,crown_aesthetics,SkinPen Precision|skinpen precision,,"[Mikroiglowanie] Pierwszy FDA-cleared mikroiglownik Zastosowanie: Blizny trądzikowe, antiaging",[]
sliced_highlights,Sliced Highlights,fryzjer_koloryzacja,technique,klasyczna,Sliced Highlights|sliced highlights,,[Koloryzacja - rozjasnianie] Grubsze pasma rozjasnien Zastosowanie: Mocne kontrasty,[]
slide_cutting,Slide Cutting,fryzjer_zabieg,technique,klasyczna,Slide Cutting|slide cutting,,"[Strzyzenie] Ciecie wzdluz wlosa Zastosowanie: Cieniowanie, ruch",[]
